"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>"
"SURVEY","2020","APR THRU JUN","","STATE","MAINE","23","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","520","","22,000","","0","","700","","3","","26.8","","0.5","","0",""," (Z)","","0","","47.1","","110","","1",""
"SURVEY","2020","APR THRU JUN","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,400","","8,000","","0","","670","","8","","0.1","","3.2","","1.1","","1.1","","0.5","","14.3","","1,700","","21",""
"SURVEY","2020","APR THRU JUN","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","870","","13,500","","40","","630","","5",""," (Z)","","1.1",""," (Z)","","2.1",""," (Z)","","14.7","","540","","4",""
"SURVEY","2020","APR THRU JUN","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","11,000","","85,000","","420","","1,500","","2","","2.2","","3.2","","6","","11.5","","1.1","","38","","10,000","","12",""
"SURVEY","2020","APR THRU JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","9,000","","126,000","","870","","13,000","","10","","0.7","","4.4","","8.8","","2.9",""," (Z)","","20.6","","2,600","","2",""
"SURVEY","2020","APR THRU JUN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,500","","37,000","","260","","4,500","","12","","0","","8.5","","0.9","","57.8",""," (Z)","","93.1","","570","","2",""
"SURVEY","2020","APR THRU JUN","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,800","","6,500","","200","","390","","6","","5.7","","11.2","","3.1","","1.5","","1.9","","17.4","","1,200","","18",""
"SURVEY","2020","APR THRU JUN","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","18,000","","120,000","","1,500","","2,000","","2","","5.9","","4.6","","0","","5.6",""," (Z)","","12.1","","16,000","","13",""
"SURVEY","2020","APR THRU JUN","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,000","","41,000","","700","","1,900","","5","","4.8",""," (Z)","","12.2","","1.1","","2.7","","17.5","","1,100","","3",""
"SURVEY","2020","APR THRU JUN","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,500","","21,000","","10","","710","","3","","21.5","","21.7",""," (Z)","","0.8",""," (Z)","","15.4","","650","","3",""
"SURVEY","2020","APR THRU JUN","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","400","","6,000","","0","","1,000","","17",""," (Z)",""," (Z)",""," (Z)",""," (Z)",""," (Z)","","3","","40","","1",""
"SURVEY","2020","APR THRU JUN","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","58,000","","20","","4,000","","7","","0.6","","3.5",""," (Z)","","2.5","","0.5","","20.7","","2,800","","5",""
"SURVEY","2020","APR THRU JUN","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","25,000","","290","","1,600","","6","","1.9","","1.8","","0","","5.5","","1.4","","23","","1,300","","5",""
"SURVEY","2020","APR THRU JUN","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","53,000","","415,000","","9,000","","20,000","","5","","2.5","","3","","3.1","","1.7","","1.9","","28.8","","38,000","","9",""
"SURVEY","2020","APR THRU JUN","","STATE","OHIO","39","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","9,500","","16,500","","130","","1,700","","10","","6.2","","7.3","","5.8","","12","","13.3","","23.8","","3,700","","22",""
"SURVEY","2020","APR THRU JUN","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","16,000","","40","","1,500","","9",""," (Z)","","15.1","","0.9","","3.9","","5.1","","16.2","","3,100","","19",""
"SURVEY","2020","APR THRU JUN","","STATE","OREGON","41","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","11,000","","96,000","","1,500","","2,500","","3","","7.5","","5.9","","2.2","","1.7","","0.7","","28","","19,000","","20",""
"SURVEY","2020","APR THRU JUN","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,400","","9,840","","","","260","","3","","0.5",""," (Z)","","0","","0.8",""," (Z)","","12.8","","1,500","","15",""
"SURVEY","2020","APR THRU JUN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,500","","28,000","","120","","930","","3","","1.4","","3.3",""," (Z)","","2.6","","1.3","","26.6","","1,500","","5",""
"SURVEY","2020","APR THRU JUN","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,700","","18,500","","310","","1,700","","9","","0.5","","5.7",""," (Z)","","6.2","","0.5","","29.1","","2,500","","14",""
"SURVEY","2020","APR THRU JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","10,000","","220,000","","2,800","","4,600","","2","","4.8","","52.5",""," (Z)","","46.4","","5.3","","53.3","","14,500","","7",""
"SURVEY","2020","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,200","","13,500","","210","","1,200","","9",""," (Z)","","3.3","","6.8","","7.8","","3","","31.2","","3,200","","24",""
"SURVEY","2020","APR THRU JUN","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","15,000","","385,000","","4,100","","35,000","","9","","3.3","","5.7","","4.6","","7.7","","5.8","","30.2","","136,000","","35",""
"SURVEY","2020","APR THRU JUN","","STATE","UTAH","49","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","8,500","","31,000","","130","","2,800","","9",""," (Z)",""," (Z)","","13.1","","0","","7.7","","38.4","","13,000","","42",""
"SURVEY","2020","APR THRU JUN","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","680","","7,000","","0","","200","","3","","0.1","","1.1","","0","","0.5","","0","","10.7","","110","","2",""
"SURVEY","2020","APR THRU JUN","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,800","","8,000","","170","","1,200","","15",""," (Z)","","7.9",""," (Z)","","7.9","","1.1","","33.7","","1,300","","16",""
"SURVEY","2020","APR THRU JUN","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,000","","114,000","","370","","3,500","","3","","0.7","","1.3","","1",""," (Z)",""," (Z)","","10.6","","3,300","","3",""
"SURVEY","2020","APR THRU JUN","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,600","","7,500","","130","","570","","8","","0.7","","2.8","","0.5","","1.8","","1.9","","46.2","","1,500","","20",""
"SURVEY","2020","APR THRU JUN","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","14,000","","55,000","","90","","1,700","","3","","25","","25.8","","25.1","","27.3","","26.1","","46.1","","4,600","","8",""
"SURVEY","2020","APR THRU JUN","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,400","","30,000","","500","","2,000","","7","","0.1","","3.5","","1.1",""," (Z)","","1.2","","28.8","","2,100","","7",""
"SURVEY","2020","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","511,160","","","","105,240","","415,110","","14","","4.4","","5.6","","5","","8","","5.4","","25.5","","153,390","","5",""
"SURVEY","2020","JAN THRU MAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,900","","7,000","","70","","410","","6","","0","","1.7","","0.1","","3.4","","4.3","","12.4","","780","","11",""
"SURVEY","2020","JAN THRU MAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,000","","31,000","","4,300","","8,500","","27",""," (Z)","","10.1","","0",""," (Z)","","9","","31.7","","120",""," (Z)",""
"SURVEY","2020","JAN THRU MAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,800","","16,500","","390","","1,600","","10",""," (Z)",""," (Z)","","2.6","","22.7","","11.2","","31.7","","30",""," (Z)",""
"SURVEY","2020","JAN THRU MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","240,000","","1,710,000","","19,000","","230,000","","13","","5","","5.3","","5.3","","6","","4.2","","22.4","","66,000","","4",""
"SURVEY","2020","JAN THRU MAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,000","","13,000","","620","","670","","5",""," (Z)","","10.8",""," (Z)","","0","","2.4","","20.8","","500","","4",""
"SURVEY","2020","JAN THRU MAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","360","","3,800","","10","","330","","9",""," (Z)","","2.8","","0","","2.9","","3","","11.2","","","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","41,000","","305,000","","11,500","","30,000","","10","","5.5","","8.7","","5.3","","14.2","","10.9","","28","","8,000","","3",""
"SURVEY","2020","JAN THRU MAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","41,000","","119,000","","8,500","","14,500","","12",""," (Z)",""," (Z)",""," (Z)","","3.4","","7.5","","50.9","","22,000","","18",""
"SURVEY","2020","JAN THRU MAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,300","","16,000","","260","","1,800","","11",""," (Z)",""," (Z)","","0","","60.8",""," (Z)","","75.3","","2,200","","14",""
"SURVEY","2020","JAN THRU MAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,400","","168,000","","5,500","","18,500","","11",""," (Z)","","2.1","","2.8","","0.8","","1.9","","10.4","","920","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,900","","11,500","","520","","2,400","","21",""," (Z)","","7.3","","0","","8.9","","10","","17.2","","160","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,500","","11,000","","210","","1,600","","15",""," (Z)","","1.9","","2.9","","0.5","","6.2","","8.2","","420","","4",""
"SURVEY","2020","JAN THRU MAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","17,000","","620","","1,600","","9","","0","","5.7",""," (Z)","","1.9","","5.5","","22.3","","420","","2",""
"SURVEY","2020","JAN THRU MAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,000","","6,500","","700","","760","","12","","7.8","","3.1","","7.8","","8.1","","11.3","","13.3","","130","","2",""
"SURVEY","2020","JAN THRU MAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,400","","11,000","","140","","1,200","","11","","2","","7.6",""," (Z)","","2.6","","6.5","","17.4","","120","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","9,000","","48,000","","640","","4,800","","10","","0.7","","1.4","","1.2","","7","","0.6","","26.5","","20,000","","42",""
"SURVEY","2020","JAN THRU MAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","460","","1,300","","60","","160","","12","","0.7","","2.2","","0","","1.2","","3","","19.6","","","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,900","","7,000","","380","","1,900","","27",""," (Z)","","8.5","","0","","1.5","","2.4","","19.9","","30",""," (Z)",""
"SURVEY","2020","JAN THRU MAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,100","","3,800","","150","","470","","12","","1.8","","4.5",""," (Z)","","0.5","","2.2","","13.9","","100","","3",""
"SURVEY","2020","JAN THRU MAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","10,000","","60,000","","1,400","","7,000","","12",""," (Z)",""," (Z)",""," (Z)","","0.5","","0.7","","8.1","","100",""," (Z)",""
"SURVEY","2020","JAN THRU MAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,300","","58,000","","6,500","","920","","2","","0","","4.3",""," (Z)","","0",""," (Z)","","3.5","","40",""," (Z)",""
"SURVEY","2020","JAN THRU MAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","16,000","","28,000","","800","","5,000","","18",""," (Z)","","14.5","","1.8","","50.9","","3.6","","58.6","","660","","2",""
"SURVEY","2020","JAN THRU MAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,400","","8,500","","160","","5,500","","65","","0.9","","2.1","","1.6","","3.4","","3.4","","8.4","","0","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","500","","47,000","","4,500","","150",""," (Z)","","0","","0.5","","0","","0",""," (Z)","","4","","","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","70","","17,000","","1,500","","670","","4",""," (Z)",""," (Z)","","0",""," (Z)","","0.8","","2.2","","","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","800","","6,500","","60","","430","","7","","0.5","","3.2",""," (Z)","","2.9","","2.3","","9.4","","40","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","120","","6,000","","0","","40","","1","","0","","0.7","","0","","0",""," (Z)","","2.1","","0","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","230","","36,000","","940","","2,500","","7","","0","","1.7","","0","","2.9","","7.7","","6.6","","370","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,600","","24,000","","1,900","","2,500","","10","","4.8","","1.4","","0.6","","7.1","","5.1","","35.7","","490","","2",""
"SURVEY","2020","JAN THRU MAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","0","","82,000","","11,500","","7,500","","9","","0","","3.1","","0","","0","","0","","0.6","","","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","840","","21,000","","3,900","","6,000","","29","","1.1","","3",""," (Z)","","3.6","","13.4","","17.6","","1,100","","5",""
"SURVEY","2020","JAN THRU MAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,000","","19,500","","60","","700","","4",""," (Z)",""," (Z)","","0.5","","0.6",""," (Z)","","11.4","","","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","9,000","","108,000","","950","","4,800","","4","","10.8","","1.3","","14.5","","10.4",""," (Z)","","24.4","","1,700","","2",""
"SURVEY","2020","JAN THRU MAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","560","","7,800","","","","440","","6",""," (Z)","","0.8","","0","","0",""," (Z)","","5.8","","20",""," (Z)",""
"SURVEY","2020","JAN THRU MAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","370","","26,000","","430","","2,100","","8","","2.8","","2.7","","1.8","","3.9","","3.2","","15.5","","320","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,700","","17,000","","160","","1,400","","8","","9.6","","6.4",""," (Z)","","11.5","","5.4","","15.5","","1,100","","6",""
"SURVEY","2020","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","20","","20,000","","1,100","","1,200","","6","","0",""," (Z)","","2.1",""," (Z)",""," (Z)","","14.7","","","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,200","","14,000","","410","","2,700","","19","","1","","4.1","","0","","17.3","","7.8","","18.9","","130","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","83,000","","340,000","","4,200","","35,000","","10","","1.3","","5.2","","3.4","","6.8","","4.6","","12.2","","24,000","","7",""
"SURVEY","2020","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,000","","19,000","","960","","1,100","","6","","17.1","","15.7","","2.3","","17.2","","22.4","","38.9","","","","0",""
"SURVEY","2020","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","500","","7,000","","60","","520","","7","","0.6","","2","","0.9","","0.8","","3.1","","9.1","","70","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,600","","7,000","","370","","1,100","","16",""," (Z)","","3.8",""," (Z)","","10.6","","3.5","","17.5","","60","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","580","","74,000","","6,500","","1,500","","2",""," (Z)",""," (Z)","","0.5",""," (Z)",""," (Z)","","1.7","","150",""," (Z)",""
"SURVEY","2020","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","600","","8,000","","200","","1,100","","14","","1.3","","2.6","","0.6","","7",""," (Z)","","17.3","","680","","9",""
"SURVEY","2020","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","700","","28,000","","1,600","","1,900","","7",""," (Z)","","2.7",""," (Z)","","1.9","","3.1","","9","","370","","1",""
"SURVEY","2020","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","450","","17,000","","1,500","","140","","1","","0.1","","0.8","","0",""," (Z)","","1.7",""," (Z)","","60",""," (Z)",""
"SURVEY","2020","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","348,280","","","","78,190","","411,490","","13","","6.1","","13.8","","21.7","","12.8","","4.1","","55.7","","381,620","","12",""
"SURVEY","2020","JUL THRU SEP","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,800","","19,000","","240","","3,700","","19","","0","","5.4","","12","","29.1","","11.7","","64.9","","990","","5",""
"SURVEY","2020","JUL THRU SEP","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,600","","30,000","","5,500","","8,000","","27","","1.9","","9.3","","1.7",""," (Z)","","12.2","","24.1","","1,800","","6",""
"SURVEY","2020","JUL THRU SEP","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,500","","22,000","","900","","1,700","","8","","3.9","","1.3","","13.9","","15.6","","8.6","","33.9","","390","","2",""
"SURVEY","2020","JUL THRU SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","61,000","","700,000","","10,500","","69,000","","10","","7.3","","8.1","","6.3","","11.4","","3.6","","33.9","","108,000","","15",""
"SURVEY","2020","JUL THRU SEP","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,800","","29,000","","70","","7,000","","24",""," (Z)","","6.3","","0","","1.1","","19.8","","23.1","","5,500","","19",""
"SURVEY","2020","JUL THRU SEP","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","130","","4,700","","80","","300","","6","","0","","4","","0","","1.4","","0","","20.2","","150","","3",""
"SURVEY","2020","JUL THRU SEP","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","36,000","","230,000","","10,000","","29,000","","13","","12.8","","7.9","","14.8","","19.9","","10.9","","42.2","","31,000","","13",""
"SURVEY","2020","JUL THRU SEP","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","22,000","","163,000","","10,000","","23,000","","14","","3.5","","5.3","","3.4","","22.5","","13","","49.6","","35,000","","21",""
"SURVEY","2020","JUL THRU SEP","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,000","","18,500","","30","","500","","3",""," (Z)","","0.5",""," (Z)","","63.5",""," (Z)","","62.7","","3,400","","18",""
"SURVEY","2020","JUL THRU SEP","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","18,500","","85,000","","1,900","","11,000","","13","","6.7","","9","","10.9","","2.6","","3.8","","45","","8,500","","10",""
